latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
-37.785587,144.93976,19.0,36000,Australia/Sydney,GMT+10

time,temperature_2m_mean (°C),temperature_2m_max (°C),temperature_2m_min (°C),apparent_temperature_mean (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),sunshine_duration (s),rain_sum (mm),precipitation_sum (mm),snowfall_sum (cm),daylight_duration (s)
2017-05-12,11.5,18.8,4.7,9.7,17.6,2.2,35082.29,0.00,0.00,0.00,36688.07
2017-05-13,11.1,14.6,7.7,9.6,13.3,6.1,31855.37,0.00,0.00,0.00,36583.71
2017-05-14,10.7,14.8,5.9,9.2,13.2,3.8,28677.06,0.00,0.00,0.00,36480.78
2017-05-15,10.5,15.4,6.8,9.2,14.4,5.4,32136.17,0.00,0.00,0.00,36379.38
2017-05-16,10.8,17.0,5.8,9.6,16.7,3.7,21905.86,0.00,0.00,0.00,36279.59
2017-05-17,13.3,18.0,10.7,11.7,16.2,8.7,10494.53,0.50,0.50,0.00,36181.55
2017-05-18,12.9,18.3,7.8,11.8,17.9,6.3,30575.29,0.10,0.10,0.00,36085.34
2017-05-19,12.2,18.0,8.5,11.4,16.7,7.1,4698.14,3.10,3.10,0.00,35991.06
2017-05-20,13.4,18.0,9.9,11.6,15.8,8.2,34540.28,0.00,0.00,0.00,35898.84
2017-05-21,13.8,18.2,10.6,12.0,15.9,9.2,32602.66,0.00,0.00,0.00,35808.78
2017-05-22,14.7,19.0,11.1,12.3,15.8,9.0,32629.71,0.00,0.00,0.00,35720.98
2017-05-23,15.0,17.7,13.1,12.0,15.1,9.5,28395.05,2.80,2.80,0.00,35635.57
2017-05-24,12.6,16.1,9.8,10.4,12.4,7.7,30403.09,0.30,0.30,0.00,35552.65
2017-05-25,13.5,17.4,10.1,11.3,14.8,7.9,20877.73,0.30,0.30,0.00,35472.35
2017-05-26,12.5,15.1,10.5,11.1,13.9,8.5,33064.62,0.00,0.00,0.00,35394.76
2017-05-27,14.1,17.2,11.7,10.5,13.1,8.6,25786.68,0.40,0.40,0.00,35320.01
2017-05-28,10.7,13.6,6.9,7.3,9.7,3.4,30262.62,9.30,9.30,0.00,35248.22
2017-05-29,9.7,14.0,5.8,6.3,10.3,2.7,26645.22,0.00,0.00,0.00,35179.50
2017-05-30,10.2,11.8,6.6,6.3,8.2,3.3,21775.02,3.90,3.90,0.00,35113.45
2017-05-31,9.0,12.5,6.4,5.9,9.0,2.9,32515.41,0.10,0.10,0.00,35049.75
2017-06-01,9.9,13.2,7.4,7.6,10.4,5.3,28513.38,0.10,0.10,0.00,34988.47
2017-06-02,10.0,14.3,6.8,8.1,12.3,4.9,27822.65,0.00,0.00,0.00,34929.68
2017-06-03,9.1,13.9,5.0,7.7,12.7,2.9,31536.83,0.00,0.00,0.00,34873.42
2017-06-04,7.5,13.4,3.8,5.8,12.4,1.4,32598.78,0.00,0.00,0.00,34819.76
2017-06-05,9.9,16.3,4.8,7.8,14.4,2.1,31530.81,3.90,3.90,0.00,34768.76
2017-06-06,10.4,12.8,8.1,6.7,7.6,5.2,27563.23,2.00,2.00,0.00,34720.47
2017-06-07,9.6,13.1,4.4,7.2,10.0,2.2,32400.00,0.00,0.00,0.00,34674.95
2017-06-08,8.0,13.9,4.0,6.0,11.8,1.7,23193.05,1.80,1.80,0.00,34632.27
2017-06-09,10.0,13.9,6.0,8.2,11.1,4.3,24316.42,1.70,1.70,0.00,34592.48
2017-06-10,8.8,14.2,4.8,7.4,13.2,2.6,28982.21,0.00,0.00,0.00,34555.63
2017-06-11,9.1,16.4,4.0,7.1,15.6,1.2,32400.00,0.00,0.00,0.00,34521.79
2017-06-12,10.8,16.0,6.6,9.0,14.1,4.2,28184.61,0.70,0.70,0.00,34491.00
2017-06-13,9.5,13.6,5.6,8.2,12.6,3.8,31636.46,0.00,0.00,0.00,34463.32
2017-06-14,10.0,15.3,4.8,7.4,12.3,2.0,32145.37,0.00,0.00,0.00,34438.80
2017-06-15,11.5,16.3,8.5,9.6,14.8,6.5,26195.44,0.00,0.00,0.00,34417.51
2017-06-16,9.3,15.8,5.6,7.8,15.0,3.6,32400.00,0.00,0.00,0.00,34399.48
2017-06-17,7.6,14.6,2.8,5.8,13.5,0.3,32459.76,0.00,0.00,0.00,34384.77
2017-06-18,9.7,14.7,4.4,8.4,13.8,2.0,32400.00,0.00,0.00,0.00,34373.43
2017-06-19,9.7,15.9,4.6,8.3,15.3,2.5,32400.00,0.00,0.00,0.00,34365.42
2017-06-20,9.5,14.2,5.8,6.5,10.4,2.6,32484.26,0.00,0.00,0.00,34360.70
2017-06-21,10.3,12.9,7.2,8.6,11.4,5.2,10642.69,0.40,0.40,0.00,34359.24
2017-06-22,9.4,14.1,5.2,6.8,11.1,3.0,21824.54,0.00,0.00,0.00,34361.01
2017-06-23,10.2,13.6,6.8,6.4,9.3,2.7,29573.34,0.50,0.50,0.00,34365.98
2017-06-24,9.3,11.8,6.9,6.6,9.3,4.2,27626.08,0.10,0.10,0.00,34374.13
2017-06-25,9.7,12.6,7.2,6.1,8.2,3.2,18413.64,0.70,0.70,0.00,34385.43
2017-06-26,9.1,12.5,6.1,7.2,10.6,3.9,30287.53,0.20,0.20,0.00,34399.83
2017-06-27,7.8,12.3,4.4,5.1,9.1,2.5,19822.36,0.00,0.00,0.00,34417.32
2017-06-28,9.7,14.6,7.1,7.1,12.0,4.2,22457.50,0.00,0.00,0.00,34437.85
2017-06-29,8.9,12.8,6.2,5.9,9.1,3.7,19342.50,2.30,2.30,0.00,34461.39
2017-06-30,7.9,10.9,3.5,4.8,7.6,0.7,28550.64,0.10,0.10,0.00,34487.91
2017-07-01,5.0,11.2,0.2,1.3,6.6,-3.3,32400.00,0.00,0.00,0.00,34517.36
2017-07-02,6.4,12.4,2.3,2.3,7.8,-1.4,32510.57,0.00,0.00,0.00,34549.71
2017-07-03,9.1,13.9,5.5,5.1,10.4,1.0,26865.32,9.60,9.60,0.00,34584.93
2017-07-04,11.1,15.1,8.1,7.8,11.8,3.8,29982.67,5.40,5.40,0.00,34622.96
2017-07-05,9.6,13.4,6.3,7.2,10.5,4.2,32400.00,0.10,0.10,0.00,34663.78
2017-07-06,8.4,14.1,3.7,5.3,11.6,0.6,31894.36,0.60,0.60,0.00,34707.34
2017-07-07,8.6,12.6,6.0,4.9,8.4,2.4,32400.00,0.20,0.20,0.00,34753.59
2017-07-08,8.1,12.8,4.8,5.0,10.8,1.3,32473.16,2.60,2.60,0.00,34802.50
2017-07-09,9.0,13.1,6.2,5.1,8.9,2.1,30918.68,1.10,1.10,0.00,34854.43
2017-07-10,9.1,14.6,5.7,6.6,11.7,2.4,32452.39,2.40,2.40,0.00,34909.60
2017-07-11,7.8,13.2,3.5,6.0,11.9,1.0,32440.56,0.20,0.20,0.00,34967.89
2017-07-12,6.3,13.2,1.2,3.5,10.4,-2.0,29844.15,0.00,0.00,0.00,35029.21
2017-07-13,9.3,11.8,6.1,4.7,7.7,2.0,16372.76,1.80,1.80,0.00,35093.46
2017-07-14,10.5,14.1,7.2,6.1,9.9,3.4,29388.78,1.40,1.40,0.00,35160.52
2017-07-15,7.3,11.6,4.5,4.5,8.9,1.5,32400.00,0.50,0.50,0.00,35230.29
2017-07-16,7.0,9.9,3.7,2.4,4.8,-0.4,13123.21,0.00,0.00,0.00,35302.65
2017-07-17,10.7,14.2,8.0,5.2,8.4,1.5,28484.14,1.20,1.20,0.00,35377.53
2017-07-18,9.7,13.1,7.6,6.0,9.6,4.5,32188.51,1.60,1.60,0.00,35454.81
2017-07-19,9.5,11.4,7.2,5.6,7.7,4.1,26492.20,4.30,4.30,0.00,35534.39
2017-07-20,8.4,10.3,5.5,4.2,5.2,2.2,32400.00,0.80,0.80,0.00,35616.16
2017-07-21,7.0,12.6,1.6,4.4,10.4,-1.2,32990.93,0.00,0.00,0.00,35700.03
2017-07-22,8.5,11.6,5.8,3.0,5.7,0.2,32438.64,0.00,0.00,0.00,35785.90
2017-07-23,9.7,13.4,7.0,5.6,11.3,0.7,22206.18,3.40,3.40,0.00,35873.66
2017-07-24,10.2,14.6,7.2,7.6,11.8,4.8,30212.48,0.60,0.60,0.00,35963.24
2017-07-25,11.7,16.0,9.5,7.8,11.9,4.3,33156.76,1.90,1.90,0.00,36054.51
2017-07-26,9.9,13.1,5.5,7.1,9.5,3.1,32481.83,0.50,0.50,0.00,36147.40
2017-07-27,8.7,13.8,3.5,4.6,7.9,0.4,30722.52,3.50,3.50,0.00,36241.82
2017-07-28,9.9,13.6,6.6,6.9,11.1,4.1,33397.62,2.20,2.20,0.00,36337.66
2017-07-29,12.2,15.4,8.9,5.9,10.2,1.6,33368.05,0.90,0.90,0.00,36435.54
2017-07-30,11.4,15.8,5.3,8.8,12.1,3.3,33816.70,1.20,1.20,0.00,36535.84
2017-07-31,7.5,12.8,2.5,5.5,10.8,-0.1,33757.84,0.00,0.00,0.00,36638.44
2017-08-01,6.8,13.3,2.0,4.7,11.6,-0.5,34335.35,0.00,0.00,0.00,36743.22
2017-08-02,5.0,9.8,1.8,3.0,8.3,-1.3,13765.62,0.00,0.00,0.00,36850.05
2017-08-03,5.5,8.7,1.1,3.6,7.2,-1.6,486.05,6.80,6.80,0.00,36958.81
2017-08-04,8.7,11.2,6.8,5.4,7.1,3.4,6009.66,2.10,2.10,0.00,37069.38
2017-08-05,9.9,12.9,7.3,5.0,7.4,3.4,34714.35,1.80,1.80,0.00,37181.64
2017-08-06,9.1,11.2,7.8,4.4,6.9,2.8,26151.75,5.50,5.50,0.00,37295.48
2017-08-07,8.0,10.7,5.4,4.2,6.5,2.0,30404.74,2.10,2.10,0.00,37410.79
2017-08-08,10.0,14.6,5.7,7.2,12.5,2.5,19494.73,0.00,0.00,0.00,37527.45
2017-08-09,11.9,16.1,6.5,8.9,13.4,4.3,24181.77,0.00,0.00,0.00,37645.35
2017-08-10,13.7,16.9,11.6,8.3,11.4,5.5,33115.95,0.30,0.30,0.00,37764.39
2017-08-11,11.7,15.2,6.9,8.2,10.7,4.2,36834.93,1.30,1.30,0.00,37884.46
2017-08-12,12.3,16.1,9.6,9.6,12.5,6.7,30553.77,2.50,2.50,0.00,38005.46
2017-08-13,12.7,16.6,7.5,9.4,12.9,4.5,37533.77,0.00,0.00,0.00,38127.29
2017-08-14,13.4,17.5,10.1,9.1,14.1,4.1,35328.29,0.00,0.00,0.00,38249.85
2017-08-15,13.2,15.7,10.1,9.7,12.9,5.9,3667.27,11.40,11.40,0.00,38373.03
2017-08-16,12.7,15.8,11.0,7.9,10.4,5.4,37967.49,2.70,2.70,0.00,38496.74
2017-08-17,11.1,14.6,7.9,6.6,8.7,3.6,22037.82,0.80,0.80,0.00,38620.90
2017-08-18,8.1,10.7,6.2,3.4,5.2,2.3,34364.37,4.40,4.40,0.00,38746.18
2017-08-19,7.6,10.2,4.6,4.3,6.5,1.7,36865.37,2.10,2.10,0.00,38873.04
2017-08-20,7.1,12.0,2.8,4.7,9.9,0.1,35804.29,0.00,0.00,0.00,39001.38
2017-08-21,7.6,10.6,5.8,4.9,8.3,2.8,5124.26,2.40,2.40,0.00,39131.08
2017-08-22,10.1,15.8,4.9,7.6,13.6,2.0,30268.77,0.00,0.00,0.00,39262.04
2017-08-23,10.3,16.2,6.6,7.6,12.3,4.1,32400.00,3.40,3.40,0.00,39394.15
2017-08-24,8.2,12.6,2.7,5.5,10.1,-0.3,38200.48,0.40,0.40,0.00,39527.30
2017-08-25,8.2,13.7,2.3,6.0,11.8,-0.7,30506.10,0.00,0.00,0.00,39661.41
2017-08-26,10.2,14.4,5.4,7.0,10.6,2.0,23673.99,0.00,0.00,0.00,39796.36
2017-08-27,7.9,10.5,4.6,3.4,7.0,1.5,38706.56,7.40,7.40,0.00,39932.07
2017-08-28,7.7,10.6,5.7,5.2,7.6,2.3,26593.99,0.70,0.70,0.00,40068.43
2017-08-29,8.3,12.1,3.7,6.1,10.1,1.4,33238.70,0.50,0.50,0.00,40205.35
2017-08-30,8.6,11.8,5.6,5.5,8.0,2.7,35384.07,0.30,0.30,0.00,40342.73
2017-08-31,8.3,14.6,1.7,5.9,12.7,-1.1,39229.30,0.00,0.00,0.00,40480.48
2017-09-01,9.1,15.7,2.4,5.7,11.4,-0.5,39279.83,0.00,0.00,0.00,40618.53
2017-09-02,12.7,15.6,8.9,8.2,11.0,5.5,22973.97,0.40,0.40,0.00,40756.76
2017-09-03,13.5,15.4,10.3,9.0,12.0,6.4,28100.25,4.60,4.60,0.00,40895.10
2017-09-04,8.7,10.8,6.0,3.5,6.2,0.4,38481.03,2.00,2.00,0.00,41033.46
2017-09-05,7.5,11.6,5.2,2.1,5.8,-0.5,28569.04,3.50,3.50,0.00,41171.75
2017-09-06,9.2,12.8,5.2,5.3,9.4,0.8,19030.04,1.00,1.00,0.00,41309.88
2017-09-07,10.4,14.4,7.2,6.7,10.1,3.6,39245.68,2.70,2.70,0.00,41448.58
2017-09-08,8.7,11.6,5.9,4.8,6.4,2.4,38919.23,1.50,1.50,0.00,41588.30
2017-09-09,9.6,12.8,6.3,7.1,10.0,3.2,35083.82,0.70,0.70,0.00,41728.97
2017-09-10,9.7,14.1,5.0,7.7,12.4,2.8,39110.80,0.00,0.00,0.00,41870.48
2017-09-11,13.4,16.8,8.4,9.2,12.7,4.8,21066.35,0.50,0.50,0.00,42012.75
2017-09-12,13.8,19.5,11.2,12.2,18.2,8.8,12679.74,9.30,9.30,0.00,42155.69
2017-09-13,11.5,14.7,6.7,8.6,13.4,2.5,32773.75,7.60,7.60,0.00,42299.19
2017-09-14,9.3,12.6,5.1,5.3,9.6,0.8,22608.65,1.20,1.20,0.00,42443.19
2017-09-15,11.8,14.5,9.5,9.0,12.2,6.4,21947.44,6.60,6.60,0.00,42587.58
2017-09-16,9.5,12.4,6.9,5.6,8.4,2.7,39966.55,6.70,6.70,0.00,42732.27
2017-09-17,10.0,16.2,2.5,6.2,12.2,-0.4,39627.00,0.00,0.00,0.00,42877.19
2017-09-18,14.1,20.5,10.4,8.2,15.4,3.4,37144.82,1.10,1.10,0.00,43022.24
2017-09-19,10.1,12.8,5.7,6.6,9.1,3.2,36911.61,0.30,0.30,0.00,43167.34
2017-09-20,11.7,18.7,4.7,8.8,16.2,1.8,42161.71,0.00,0.00,0.00,43312.40
2017-09-21,14.4,21.1,10.6,10.9,17.9,6.1,25237.88,0.40,0.40,0.00,43457.34
2017-09-22,14.9,23.3,6.5,13.0,21.6,4.7,34025.29,0.30,0.30,0.00,43602.06
2017-09-23,19.2,27.0,12.1,15.7,24.6,10.8,38269.47,2.00,2.00,0.00,43746.48
2017-09-24,13.7,17.0,10.1,9.6,12.3,6.8,41516.02,0.80,0.80,0.00,43890.52
2017-09-25,11.0,13.0,7.1,8.2,9.8,4.5,14355.77,4.80,4.80,0.00,44034.08
2017-09-26,9.4,14.6,3.2,7.2,13.7,0.5,42718.07,0.00,0.00,0.00,44177.09
2017-09-27,13.4,23.0,5.9,11.1,19.8,3.5,33175.85,2.40,2.40,0.00,44320.28
2017-09-28,12.2,15.6,8.4,9.6,12.7,6.2,19265.33,0.30,0.30,0.00,44464.18
2017-09-29,12.2,16.8,7.2,8.6,12.6,4.1,32426.07,0.50,0.50,0.00,44608.68
2017-09-30,11.9,15.5,9.1,7.8,10.5,5.4,40968.30,1.20,1.20,0.00,44753.69
2017-10-01,12.2,16.6,7.7,10.0,14.1,4.7,27731.73,0.80,0.80,0.00,44899.11
2017-10-02,11.3,15.9,6.1,9.9,14.7,4.1,41954.62,0.00,0.00,0.00,45044.87
2017-10-03,12.8,21.4,5.0,11.3,22.2,2.8,43200.00,0.00,0.00,0.00,45190.84
2017-10-04,15.2,23.0,6.0,14.6,25.0,4.0,41381.29,0.10,0.10,0.00,45336.95
2017-10-05,15.9,19.7,10.9,12.5,17.8,6.9,28800.00,2.60,2.60,0.00,45483.10
2017-10-06,11.8,14.4,9.1,8.1,10.4,5.9,24672.54,0.80,0.80,0.00,45629.18
2017-10-07,13.8,21.2,5.9,12.1,19.1,3.8,40071.28,0.00,0.00,0.00,45775.11
2017-10-08,19.1,24.0,15.7,16.1,20.8,10.9,36006.36,1.20,1.20,0.00,45920.77
2017-10-09,14.5,18.2,8.4,12.1,15.7,6.9,36911.38,5.90,5.90,0.00,46066.09
2017-10-10,12.3,18.5,6.3,10.9,19.4,3.9,43812.02,0.00,0.00,0.00,46210.94
2017-10-11,15.5,23.1,8.4,11.9,17.8,6.2,20828.11,12.20,12.20,0.00,46355.23
2017-10-12,13.3,16.6,8.4,10.0,13.3,5.6,34848.08,0.50,0.50,0.00,46498.86
2017-10-13,12.4,16.9,9.7,10.2,14.4,7.6,38950.98,1.70,1.70,0.00,46641.72
2017-10-14,11.5,16.0,7.4,9.7,14.4,5.6,39833.58,0.10,0.10,0.00,46783.70
2017-10-15,12.1,17.9,5.8,11.1,18.6,4.3,44267.58,0.00,0.00,0.00,46924.70
2017-10-16,16.9,26.9,8.0,16.7,27.7,6.8,41263.86,0.00,0.00,0.00,47064.60
2017-10-17,19.8,28.2,12.4,18.4,27.3,11.0,45293.40,0.00,0.00,0.00,47204.23
2017-10-18,21.6,28.7,13.2,19.6,28.0,11.4,44933.68,0.00,0.00,0.00,47344.17
2017-10-19,19.4,23.8,11.8,17.7,24.6,9.9,21371.44,10.20,10.20,0.00,47484.30
2017-10-20,12.7,15.1,10.1,8.8,11.1,7.2,42749.64,0.30,0.30,0.00,47624.51
2017-10-21,12.4,14.8,10.5,9.4,11.7,7.5,16140.91,0.50,0.50,0.00,47764.68
2017-10-22,13.0,15.1,10.9,10.5,12.2,8.1,2864.98,0.40,0.40,0.00,47904.69
2017-10-23,14.3,18.8,10.9,13.3,19.1,9.1,38253.36,0.00,0.00,0.00,48044.43
2017-10-24,14.7,19.9,10.0,14.1,20.0,9.5,36599.52,3.10,3.10,0.00,48183.77
2017-10-25,14.5,18.4,11.6,13.4,17.9,9.8,33854.43,6.00,6.00,0.00,48322.59
2017-10-26,13.6,15.4,11.4,11.5,13.4,9.9,1755.41,0.00,0.00,0.00,48460.76
2017-10-27,18.1,25.1,9.7,15.9,22.7,8.7,46018.35,0.40,0.40,0.00,48598.16
2017-10-28,16.9,21.6,12.4,14.9,20.3,11.9,30420.33,3.60,3.60,0.00,48734.65
2017-10-29,18.3,26.3,9.6,15.4,22.0,8.3,48180.38,0.30,0.30,0.00,48870.10
2017-10-30,12.1,16.2,9.0,9.4,14.6,6.0,39974.39,7.60,7.60,0.00,49004.38
2017-10-31,11.4,15.2,6.6,8.8,12.2,3.8,29373.30,0.70,0.70,0.00,49137.34
2017-11-01,13.7,16.6,11.1,11.7,14.3,9.4,17858.71,2.10,2.10,0.00,49268.85
2017-11-02,12.2,15.4,10.0,10.4,13.8,8.9,8827.49,1.70,1.70,0.00,49398.76
2017-11-03,11.6,14.9,9.4,8.1,10.2,5.8,42895.43,1.10,1.10,0.00,49526.91
2017-11-04,11.1,14.9,7.8,7.8,11.4,4.2,40164.22,0.00,0.00,0.00,49653.17
2017-11-05,11.7,16.4,6.6,9.2,14.8,4.9,45967.55,0.10,0.10,0.00,49777.38
2017-11-06,12.5,15.4,9.1,8.9,11.0,7.3,47182.08,0.60,0.60,0.00,49900.42
2017-11-07,12.4,13.9,10.6,8.4,9.4,7.4,36598.60,1.40,1.40,0.00,50022.89
2017-11-08,13.3,17.6,8.9,11.5,17.5,7.0,48051.93,0.00,0.00,0.00,50144.66
2017-11-09,14.0,20.5,7.3,13.2,21.6,6.1,49219.12,0.00,0.00,0.00,50265.59
2017-11-10,17.3,26.0,9.6,17.5,27.9,8.6,44675.93,0.00,0.00,0.00,50385.55
2017-11-11,18.9,26.2,10.8,19.2,27.1,10.1,48024.00,0.00,0.00,0.00,50504.41
2017-11-12,18.0,25.1,11.6,18.5,27.7,11.3,40290.57,0.00,0.00,0.00,50622.01
2017-11-13,21.5,31.7,11.3,21.9,33.8,10.7,50008.16,0.40,0.40,0.00,50738.22
2017-11-14,25.3,32.5,18.0,23.4,31.9,17.2,50056.09,0.40,0.40,0.00,50852.89
2017-11-15,23.9,30.7,18.1,21.8,28.2,18.0,31571.58,1.90,1.90,0.00,50965.86
2017-11-16,18.5,20.7,16.5,19.5,21.5,17.8,7410.84,14.90,14.90,0.00,51076.99
2017-11-17,19.2,24.0,15.1,19.5,25.7,15.4,43582.40,5.40,5.40,0.00,51186.12
2017-11-18,20.4,27.5,14.0,21.0,29.9,13.9,46261.10,2.50,2.50,0.00,51293.08
2017-11-19,21.4,28.6,14.6,21.6,29.8,14.6,50270.43,0.00,0.00,0.00,51397.72
2017-11-20,22.6,30.2,14.7,22.8,32.5,15.2,50307.79,0.00,0.00,0.00,51499.89
2017-11-21,24.4,32.3,15.1,23.9,32.2,15.2,50343.16,0.00,0.00,0.00,51599.40
2017-11-22,24.0,32.5,16.6,23.1,33.9,15.8,50376.48,0.00,0.00,0.00,51696.09
2017-11-23,24.4,33.5,13.9,23.3,34.2,13.1,50400.00,0.30,0.30,0.00,51789.79
2017-11-24,23.3,29.6,16.0,23.5,30.1,15.8,36479.91,0.00,0.00,0.00,51880.34
2017-11-25,24.0,30.9,17.8,23.9,30.0,18.9,42231.08,2.90,2.90,0.00,51967.55
2017-11-26,21.3,24.9,18.0,23.0,27.4,18.8,24050.27,10.10,10.10,0.00,52052.13
2017-11-27,17.8,20.5,13.1,16.9,19.6,12.5,31348.46,1.10,1.10,0.00,52134.59
2017-11-28,21.2,30.0,12.9,22.2,31.0,12.7,50400.00,0.00,0.00,0.00,52214.82
2017-11-29,26.4,34.7,16.5,26.7,35.7,17.6,50400.00,0.00,0.00,0.00,52292.71
2017-11-30,26.8,33.3,19.1,26.8,33.5,20.5,46802.77,1.60,1.60,0.00,52368.17
2017-12-01,20.3,24.8,15.9,20.1,25.4,15.3,0.00,24.10,24.10,0.00,52441.07
2017-12-02,15.3,16.5,13.3,13.2,15.4,9.6,0.00,39.30,39.30,0.00,52511.31
2017-12-03,13.2,14.6,11.6,9.9,11.5,8.2,11648.48,15.00,15.00,0.00,52578.78
2017-12-04,14.1,17.5,11.8,12.0,14.3,9.7,30646.60,5.60,5.60,0.00,52643.36
2017-12-05,15.8,20.2,9.4,14.1,18.7,8.0,48170.93,1.00,1.00,0.00,52704.96
2017-12-06,16.1,20.5,11.7,15.2,20.7,11.1,49302.27,0.40,0.40,0.00,52763.45
2017-12-07,15.2,21.1,9.6,14.8,22.6,9.0,29670.95,9.70,9.70,0.00,52818.72
2017-12-08,13.9,17.3,10.2,11.9,15.3,8.2,50540.66,1.50,1.50,0.00,52870.67
2017-12-09,16.4,21.9,10.9,15.0,20.2,8.8,47071.55,0.00,0.00,0.00,52919.18
2017-12-10,17.0,21.7,11.5,17.1,23.4,11.0,50821.98,0.00,0.00,0.00,52964.15
2017-12-11,17.0,20.7,14.4,16.8,21.2,14.5,42659.72,0.00,0.00,0.00,53005.46
2017-12-12,17.9,24.0,11.6,18.5,26.6,10.8,50400.00,0.00,0.00,0.00,53043.00
2017-12-13,25.3,34.8,13.3,23.4,33.0,12.9,50427.79,0.00,0.00,0.00,53076.67
2017-12-14,19.9,23.8,14.8,18.7,23.0,14.2,41688.73,0.50,0.50,0.00,53106.37
2017-12-15,18.1,24.1,10.8,18.1,27.0,10.3,51048.45,0.00,0.00,0.00,53131.98
2017-12-16,18.0,23.0,12.1,17.8,23.5,11.9,51360.03,0.00,0.00,0.00,53153.72
2017-12-17,19.0,24.5,13.2,19.1,26.2,13.1,50400.00,0.00,0.00,0.00,53171.78
2017-12-18,23.4,32.2,13.7,24.0,32.1,14.2,43132.07,0.00,0.00,0.00,53186.17
2017-12-19,26.9,37.0,15.7,26.2,36.3,15.8,19336.74,4.70,4.70,0.00,53196.89
2017-12-20,19.0,23.5,14.9,17.2,20.2,13.0,31428.10,0.60,0.60,0.00,53203.95
2017-12-21,17.2,23.5,10.8,16.5,24.1,9.6,51605.30,0.00,0.00,0.00,53207.36
2017-12-22,19.0,25.6,13.9,19.6,28.4,13.7,45854.99,0.00,0.00,0.00,53207.13
2017-12-23,19.6,26.6,12.6,19.4,27.5,12.6,39641.31,0.60,0.60,0.00,53203.28
2017-12-24,17.2,18.6,15.8,14.4,17.8,11.8,38619.56,1.80,1.80,0.00,53195.83
2017-12-25,17.6,22.4,14.6,15.0,21.0,11.9,43028.71,0.00,0.00,0.00,53184.79
2017-12-26,20.4,28.3,10.9,20.4,29.8,9.7,50259.29,0.00,0.00,0.00,53170.18
2017-12-27,27.0,34.5,17.4,25.4,33.7,16.1,49843.78,0.00,0.00,0.00,53152.02
2017-12-28,24.3,32.5,18.5,24.2,35.0,19.0,26488.11,2.30,2.30,0.00,53130.34
2017-12-29,19.7,23.2,17.8,20.8,24.9,18.4,16115.95,2.80,2.80,0.00,53105.16
2017-12-30,17.5,21.8,12.8,15.2,19.2,11.6,19875.61,0.40,0.40,0.00,53076.50
2017-12-31,17.6,24.5,10.2,16.9,25.2,8.7,51461.62,0.00,0.00,0.00,53044.39
2018-01-01,19.4,25.6,15.1,18.9,27.2,15.6,51736.07,0.00,0.00,0.00,53008.87
2018-01-02,18.0,22.4,16.0,16.4,21.3,14.0,32173.41,1.60,1.60,0.00,52969.96
2018-01-03,17.2,20.6,14.7,15.1,19.6,12.6,41922.32,0.70,0.70,0.00,52927.70
2018-01-04,18.1,23.8,11.9,17.7,25.0,10.9,51576.29,0.00,0.00,0.00,52882.11
2018-01-05,20.7,27.2,13.5,21.2,29.2,13.6,49281.08,0.00,0.00,0.00,52832.78
2018-01-06,28.0,41.2,17.9,26.0,37.6,17.8,51794.24,0.00,0.00,0.00,52779.49
2018-01-07,19.6,22.0,17.2,18.8,21.8,17.8,35994.69,0.00,0.00,0.00,52722.37
2018-01-08,19.1,22.0,16.6,18.8,22.9,16.6,38232.46,2.00,2.00,0.00,52661.55
2018-01-09,17.9,22.0,14.8,15.7,19.3,13.5,50988.45,0.20,0.20,0.00,52597.20
2018-01-10,19.7,26.5,12.5,19.2,28.2,11.6,50041.20,0.00,0.00,0.00,52529.42
2018-01-11,24.8,35.0,13.2,24.3,34.0,13.1,45982.00,0.00,0.00,0.00,52458.36
2018-01-12,24.6,29.9,17.5,24.6,32.2,18.6,1381.95,19.90,19.90,0.00,52384.16
2018-01-13,16.0,20.8,12.6,13.9,18.6,9.5,31883.70,17.70,17.70,0.00,52306.96
2018-01-14,15.7,18.0,13.1,12.7,15.1,10.4,48545.88,1.80,1.80,0.00,52226.89
2018-01-15,17.5,20.8,15.2,15.3,19.4,13.3,32267.47,1.20,1.20,0.00,52144.07
2018-01-16,19.0,25.5,13.2,18.3,25.1,12.8,50215.88,0.00,0.00,0.00,52058.66
2018-01-17,19.2,28.2,10.9,19.8,31.0,10.3,50248.80,0.00,0.00,0.00,51970.79
2018-01-18,27.5,38.2,14.6,25.5,36.4,14.1,49963.43,0.00,0.00,0.00,51880.57
2018-01-19,28.2,41.0,20.0,26.5,40.0,19.5,49680.66,0.00,0.00,0.00,51788.13
2018-01-20,21.6,24.7,18.6,23.0,26.8,20.6,39972.01,0.00,0.00,0.00,51693.62
2018-01-21,23.2,28.0,19.1,25.0,30.5,20.7,33292.28,0.00,0.00,0.00,51597.14
2018-01-22,21.0,25.0,17.9,21.8,26.5,17.0,34706.43,0.00,0.00,0.00,51498.84
2018-01-23,19.8,23.6,16.0,19.3,24.3,16.1,40746.17,0.00,0.00,0.00,51398.82
2018-01-24,19.1,23.9,13.4,19.0,24.5,13.8,47981.45,0.00,0.00,0.00,51297.21
2018-01-25,22.4,29.0,17.2,24.0,31.8,18.3,43246.41,0.00,0.00,0.00,51193.18
2018-01-26,23.8,29.9,20.1,26.3,34.0,22.7,31917.00,1.80,1.80,0.00,51086.23
